"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","DVD","BoxOffice","Production","Website","Response"
"451","Little Miss Sunshine","2006","R","18 Aug 2006","101 min","Comedy, Drama","Jonathan Dayton, Valerie Faris","Michael Arndt","Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin","In Albuquerque Sheryl Hoover brings her suicidal brother Frank to the breast of her dysfunctional and emotionally bankrupted family. Frank is homosexual, an expert in Proust. He tried to commit suicide when he was rejected by his boyfriend and his great competitor became renowned and recognized as number one in the field of Proust. Sheryl's husband Richard is unsuccessfully trying to sell his self-help and self-improvement technique using nine steps to reach success, but he is actually a complete loser. Her son Dwayne has taken a vow of silence as a follower of Nietzsche and aims to be a jet pilot. Dwayne's grandfather Edwin was sent away from the institution for elders (Sunset Manor) and is addicted in heroin. When her seven-year-old daughter Olive has a chance to dispute the Little Miss Sunshine pageant in Redondo Beach, California, the whole family travels together in their old Volkswagen Type 2 (Kombi) in a funny journey of hope of winning the talent contest and to make a dream come true.","English","USA","Won 2 Oscars. Another 65 wins & 96 nominations.","http://ia.media-imdb.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg","80","7.9","332,339","tt0449059","movie","91","certified","7.7","208","189","19","Little Miss Sunshine succeeds thanks to a strong ensemble cast that includes Greg Kinnear, Steve Carell, Toni Collette, Alan Arkin, and Abigail Breslin, as well as a delightfully funny script.","91","4.0","425026","19 Dec 2006","$59.8M","Fox Searchlight","http://www2.foxsearchlight.com/littlemisssunshine/","True"
"452","The Queen","2006","PG-13","17 Nov 2006","103 min","Biography, Drama","Stephen Frears","Peter Morgan","Helen Mirren, James Cromwell, Alex Jennings, Roger Allam","Diana the 'People's Princess' has died in a car accident in Paris. The Queen and her family decide that for the best, they should remain hidden behind the closed doors of Balmoral Castle. The heartbroken public do not understand and request that the Queen comforts her people. This also puts pressure on newly elected Tony Blair, who constantly tries to convince the monarchy to address the public.","English, German, French","UK, USA, France, Italy","Won 1 Oscar. Another 84 wins & 82 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg","91","7.4","79,953","tt0436697","movie","97","certified","8.4","185","179","6","Full of wit, humor, and pathos, Stephen Frears' moving portrait of the British royals during the period after Princess Diana's death features not one but two remarkable performances, that of Helen Mirren as Queen Elizabeth II and Michael Sheen as the newly-ordained Prime Minister Tony Blair. They embody their characters and lay bare the motivations behind these prominent people, giving viewers a glimpse into the inner workings of the British monarchy.","76","3.5","174704","24 Apr 2007","$56.2M","Miramax Films","http://www.thequeen-movie.com/","True"
"453","Atonement","2007","R","11 Jan 2008","123 min","Drama, Mystery, Romance","Joe Wright","Ian McEwan (novel), Christopher Hampton (screenplay)","Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West","When Briony Tallis, 13 years old and an aspiring writer, sees her older sister Cecilia and Robbie Turner at the fountain in front of the family estate she misinterprets what is happening thus setting into motion a series of misunderstandings and a childish pique that will have lasting repercussions for all of them. Robbie is the son of a family servant toward whom the family has always been kind. They paid for his time at Cambridge and now he plans on going to medical school. After the fountain incident, Briony reads a letter intended for Cecilia and concludes that Robbie is a deviant. When her cousin Lola is raped, she tells the police that it was Robbie she saw committing the deed.","English, French","UK, France, USA","Won 1 Oscar. Another 52 wins & 128 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM0ODc2Mzg1Nl5BMl5BanBnXkFtZTcwMTg4MDU1MQ@@._V1_SX300.jpg","85","7.8","179,944","tt0783233","movie","83","certified","7.4","209","174","35","Atonement features strong performances, brilliant cinematography, and a unique score. Featuring deft performances from James MacAvoy and Keira Knightley, it's a successful adaptation of Ian McEwan's novel.","80","3.8","225204","18 Mar 2008","$50.8M","Focus Features","http://www.filminfocus.com/atonement","True"
"454","Juno","2007","PG-13","25 Dec 2007","96 min","Comedy, Drama, Romance","Jason Reitman","Diablo Cody","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman","A tale told over four seasons, starting in autumn when Juno, a 16-year-old high-school junior in Minnesota, discovers she's pregnant after one event in a chair with her best friend, Bleeker. In the waiting room of an abortion clinic, the quirky and whip-sharp Juno decides to give birth and to place the child with an adoptive couple. She finds one in the PennySaver personals, contacts them, tells her dad and step-mother, and carries on with school. The chosen parents, upscale yuppies (one of whom is cool and laid back, the other meticulous and uptight), meet Juno, sign papers, and the year unfolds. Will Juno's plan work, can she improvise, and what about Bleeker?","English","USA","Won 1 Oscar. Another 101 wins & 70 nominations.","http://ia.media-imdb.com/images/M/MV5BMTgxMjgyMTcyNF5BMl5BanBnXkFtZTcwMDg1MTU1MQ@@._V1_SX300.jpg","81","7.5","386,123","tt0467406","movie","94","certified","8.1","206","194","12","One of the brightest, funniest comedies of the year, Juno's smart script and direction are matched by assured performances in a coming of age story with a 21st century twist.","88","4.1","547146","15 Apr 2008","$143.4M","Fox Searchlight","http://www.foxsearchlight.com/juno/","True"
"455","Michael Clayton","2007","R","12 Oct 2007","119 min","Crime, Drama, Mystery","Tony Gilroy","Tony Gilroy","Tom Wilkinson, Michael O'Keefe, Sydney Pollack, Danielle Skraastad","Michael Clayton, a high-priced law firm's fixer, leaves a late night poker game, gets a call to drive to Westchester, and watches his car blow up as he's taking an impromptu dawn walk through a field. Flash back four days. He owes a loan shark to cover his brother's debts (Michael's own gambling habits have left him virtually broke). His law firm is negotiating a high-stakes merger, and his firm's six year defense of a conglomerate's pesticide use is at risk when one of the firm's top litigators goes off his meds and puts the case in jeopardy. While Michael is trying to fix things someone decides to kill him. Who? Meanwhile his son summarizes the plot of a dark fantasy novel.","English","USA","Won 1 Oscar. Another 24 wins & 99 nominations.","http://ia.media-imdb.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_SX300.jpg","82","7.3","126,908","tt0465538","movie","90","certified","7.6","196","177","19","Michael Clayton is one of the most sharply scripted films of 2007, with an engrossing premise and faultless acting. Director Tony Gilroy succeeds not only in capturing the audience's attention, but holding it until the credits roll.","69","3.5","298946","19 Feb 2008","$49.0M","Warner Bros. Pictures","http://www.michaelclayton.com","True"
"456","No Country for Old Men","2007","R","21 Nov 2007","122 min","Crime, Drama, Thriller","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), Cormac McCarthy (novel)","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson","In rural Texas, welder and hunter Llewelyn Moss discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh, on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sherrif Ed Tom Bell blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.","English, Spanish","USA","Won 4 Oscars. Another 168 wins & 98 nominations.","http://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg","91","8.1","552,993","tt0477348","movie","93","certified","8.7","265","247","18","Bolstered by powerful lead performances from Javier Bardem, Josh Brolin, and Tommy Lee Jones, No Country for Old Men finds the Coen brothers spinning cinematic gold out of Cormac McCarthy's grim, darkly funny novel.","86","4.0","393681","07 Apr 2009","$74.2M","Miramax Films","http://www.nocountryforoldmen-themovie.com","True"
"457","There Will Be Blood","2007","R","25 Jan 2008","158 min","Drama","Paul Thomas Anderson","Paul Thomas Anderson (screenplay), Upton Sinclair (novel)","Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer","The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California presents miner-turned-oilman Daniel Plainview, a driven man who will do whatever it takes to achieve his goals. He works hard but also takes advantage of those around him at their expense if need be. His business partner/son (H.W.) is, in reality, an ""acquired"" child whose true biological single-parent father (working on one of Daniel's rigs) died in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins whose family farm Daniel purchases for the major oil deposit located on it. Eli, a local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast, and as Eli tries to build his own religious empire.","English, American Sign Language","USA","Won 2 Oscars. Another 117 wins & 101 nominations.","http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg","92","8.1","338,438","tt0469494","movie","91","certified","8.4","214","195","19","Widely touted as a masterpiece, this sparse and sprawling epic about the underhanded ""heroes"" of capitalism boasts incredible performances by leads Daniel Day-Lewis and Paul Dano, and is director Paul Thomas Anderson's best work to date.","86","4.0","251419","08 Apr 2008","$40.1M","Paramount Vantage","http://www.therewillbeblood.com","True"
"458","The Curious Case of Benjamin Button","2008","PG-13","25 Dec 2008","166 min","Drama, Fantasy, Romance","David Fincher","Eric Roth (screenplay), Eric Roth (story), Robin Swicord (story), F. Scott Fitzgerald (short story)","Cate Blanchett, Brad Pitt, Julia Ormond, Faune Chambers Watkins","On the day that Hurricane Katrina hits New Orleans, elderly Daisy Williams (nee Fuller) is on her deathbed in a New Orleans hospital. At her side is her adult daughter, Caroline. Daisy asks Caroline to read to her aloud the diary of Daisy's lifelong friend, Benjamin Button. Benjamin's diary recounts his entire extraordinary life, the primary unusual aspect of which was his aging backwards, being diagnosed with several aging diseases at birth and thus given little chance of survival, but who does survive and gets younger with time. Abandoned by his biological father, Thomas Button, after Benjamin's biological mother died in childbirth, Benjamin was raised by Queenie, a black woman and caregiver at a seniors home. Daisy's grandmother was a resident at that home, which is where she first met Benjamin. Although separated through the years, Daisy and Benjamin remain in contact throughout their lives, reconnecting in their forties when in age they finally match up. Some of the revelations in Benjamin's diary are difficult for Caroline to read, especially as it relates to the time past this reconnection between Benjamin and Daisy, when Daisy gets older and Benjamin grows younger into his childhood years.","English, Russian, French","USA","Won 3 Oscars. Another 72 wins & 118 nominations.","http://ia.media-imdb.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg","70","7.8","423,938","tt0421715","movie","72","certified","7.1","237","171","66","Curious Case of Benjamin Button is an epic fantasy tale with rich storytelling backed by fantastic performances.","80","3.7","688523","05 May 2009","$127.5M","Paramount","http://www.BenjaminButton.com/","True"
"459","Frost/Nixon","2008","R","23 Jan 2009","122 min","Drama, History","Ron Howard","Peter Morgan (screenplay), Peter Morgan (play)","Frank Langella, Michael Sheen, Sam Rockwell, Kevin Bacon","Writer Peter Morgan's legendary battle between Richard Nixon, the disgraced president with a legacy to save, and David Frost, a jet-setting television personality with a name to make, in the story of the historic encounter that changed both their lives. For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans (as well as a $600,000 fee). Likewise, Frost's team harbored doubts about their boss' ability to hold his own. But as cameras rolled, a charged battle of wits resulted.","English","USA, UK, France","Nominated for 5 Oscars. Another 22 wins & 63 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYxOTI1OTg5MV5BMl5BanBnXkFtZTgwODgwNTcxMTE@._V1_SX300.jpg","80","7.7","85,395","tt0870111","movie","92","certified","7.9","247","227","20","Frost/Nixon is weighty and eloquent; a cross between a boxing match and a ballet with Oscar worthy performances.","88","3.8","109012","21 Apr 2009","$18.6M","Universal Pictures","http://www.frostnixon.net","True"
"460","Milk","2008","R","30 Jan 2009","128 min","Biography, Drama, History","Gus Van Sant","Dustin Lance Black","Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna","The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.","English","USA","Won 2 Oscars. Another 67 wins & 106 nominations.","http://ia.media-imdb.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg","84","7.6","127,866","tt1013753","movie","94","certified","8.0","229","215","14","Anchored by Sean Penn's powerhouse performance, Milk is a triumphant account of America's first openly gay man elected to public office.","89","4.0","176632","10 Mar 2009","$31.7M","Focus Features","http://www.filminfocus.com/focusfeatures/film/milk/","True"
"461","The Reader","2008","R","30 Jan 2009","124 min","Drama, Romance","Stephen Daldry","David Hare (screenplay), Bernhard Schlink (book)","Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet","THE READER opens in post-war Germany when teenager Michael Berg becomes ill and is helped home by Hanna, a stranger twice his age. Michael recovers from scarlet fever and seeks out Hanna to thank her. The two are quickly drawn into a passionate but secretive affair. Michael discovers that Hanna loves being read to and their physical relationship deepens. Hanna is enthralled as Michael reads to her from ""The Odyssey,"" ""Huck Finn"" and ""The Lady with the Little Dog."" Despite their intense bond, Hanna mysteriously disappears one day and Michael is left confused and heartbroken. Eight years later, while Michael is a law student observing the Nazi war crime trials, he is stunned to find Hanna back in his life - this time as a defendant in the courtroom. As Hanna's past is revealed, Michael uncovers a deep secret that will impact both of their lives. THE READER is a story about truth and reconciliation, about how one generation comes to terms with the crimes of another.","English, German, Greek, Latin","USA, Germany","Won 1 Oscar. Another 24 wins & 43 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg","58","7.6","176,929","tt0976051","movie","61","fresh","6.4","192","118","74","Despite Kate Winslet's superb portrayal, The Reader suggests an emotionally distant, Oscar-baiting historical drama.","79","3.7","205986","14 Apr 2009","$34.1M","The Weinstein Co./MGM","http://www.thereader-movie.com/","True"
"462","Slumdog Millionaire","2008","R","25 Dec 2008","120 min","Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy (screenplay), Vikas Swarup (novel)","Dev Patel, Saurabh Shukla, Anil Kapoor, Rajendranath Zutshi","The story of Jamal Malik, an 18 year-old orphan from the slums of Mumbai, who is about to experience the biggest day of his life. With the whole nation watching, he is just one question away from winning a staggering 20 million rupees on India's Kaun Banega Crorepati? (2000) (Who Wants To Be A Millionaire?) But when the show breaks for the night, police arrest him on suspicion of cheating; how could a street kid know so much? Desperate to prove his innocence, Jamal tells the story of his life in the slum where he and his brother grew up, of their adventures together on the road, of vicious encounters with local gangs, and of Latika, the girl he loved and lost. Each chapter of his story reveals the key to the answer to one of the game show's questions. Each chapter of Jamal's increasingly layered story reveals where he learned the answers to the show's seemingly impossible quizzes. But one question remains a mystery: what is this young man with no apparent desire for riches really doing on the game show? When the new day dawns and Jamal returns to answer the final question, the Inspector and sixty million viewers are about to find out. At the heart of its storytelling lies the question of how anyone comes to know the things they know about life and love.","English, Hindi, French","UK, USA","Won 8 Oscars. Another 153 wins & 91 nominations.","http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX300.jpg","86","8.0","591,273","tt1010048","movie","92","certified","8.4","265","245","20","Visually dazzling and emotionally resonant, Slumdog Millionaire is a film that's both entertaining and powerful.","90","4.0","1153303","31 Mar 2009","$141.2M","Fox Searchlight Pictures","http://www.foxsearchlight.com/slumdogmillionaire/","True"
"463","Avatar","2009","PG-13","18 Dec 2009","162 min","Action, Adventure, Fantasy","James Cameron","James Cameron","Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang","When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid ""Na'vi"" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an ""avatar"" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora.","English, Spanish","USA, UK","Won 3 Oscars. Another 84 wins & 106 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg","83","7.9","818,467","tt0499549","movie","83","certified","7.4","292","243","49","It might be more impressive on a technical level than as a piece of storytelling, but Avatar reaffirms James Cameron's singular gift for imaginative, absorbing filmmaking.","82","4.1","1377167","22 Apr 2010","$760.5M","20th Century Fox","http://www.avatarmovie.com/","True"
"464","The Blind Side","2009","PG-13","20 Nov 2009","129 min","Biography, Drama, Sport","John Lee Hancock","John Lee Hancock, Michael Lewis (book)","Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.","English","USA","Won 1 Oscar. Another 7 wins & 28 nominations.","http://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg","53","7.7","201,969","tt0878804","movie","66","fresh","6.1","197","130","67","It might strike some viewers as a little too pat, but The Blind Side has the benefit of strong source material and a strong performance from Sandra Bullock.","85","4.1","429644","23 Mar 2010","$255.5M","Warner Bros. Pictures","http://www.TheBlindSideMovie.com","True"
"465","District 9","2009","R","14 Aug 2009","112 min","Action, Sci-Fi, Thriller","Neill Blomkamp","Neill Blomkamp, Terri Tatchell","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike","In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends.","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho","USA, New Zealand, Canada, South Africa","Nominated for 4 Oscars. Another 30 wins & 90 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg","81","8.0","498,149","tt1136608","movie","90","certified","7.8","291","261","30","Technically brilliant and emotionally wrenching, District 9 has action, imagination, and all the elements of a thoroughly entertaining science-fiction classic.","82","3.5","1175728","22 Dec 2009","$115.6M","Sony Pictures/Screen Gems","http://www.d-9.com/","True"
"466","An Education","2009","PG-13","05 Feb 2010","100 min","Drama","Lone Scherfig","Lynn Barber (memoir), Nick Hornby (screenplay)","Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour","In the early 1960's, sixteen year old Jenny Mellor lives with her parents in the London suburb of Twickenham. On her father's wishes, everything that Jenny does is in the sole pursuit of being accepted into Oxford, as he wants her to have a better life than he. Jenny is bright, pretty, hard working but also naturally gifted. The only problems her father may perceive in her life is her issue with learning Latin, and her dating a boy named Graham, who is nice but socially awkward. Jenny's life changes after she meets David Goldman, a man over twice her age. David goes out of his way to show Jenny and her family that his interest in her is not improper and that he wants solely to expose her to cultural activities which she enjoys. Jenny quickly gets accustomed to the life to which David and his constant companions, Danny and Helen, have shown her, and Jenny and David's relationship does move into becoming a romantic one. However, Jenny slowly learns more about David, and by association Danny and Helen, and specifically how they make their money. Jenny has to decide if what she learns about them and leading such a life is worth forgoing her plans of higher eduction at Oxford.","English, French","UK, USA","Nominated for 3 Oscars. Another 34 wins & 85 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg","85","7.3","106,867","tt1174732","movie","94","certified","7.9","179","169","10","Though the latter part of the film may not appeal to all, An Education is a charming coming-of-age tale powered by the strength of relative newcomer Carey Mulligan's standout performance.","80","3.8","54006","30 Mar 2010","$12.5M","Sony Classics","http://www.sonyclassics.com/aneducation/","True"
"467","Inglourious Basterds","2009","R","21 Aug 2009","153 min","Adventure, Drama, War","Quentin Tarantino, Eli Roth","Quentin Tarantino","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth","In Nazi-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history.","English, German, French, Italian","USA, Germany","Won 1 Oscar. Another 115 wins & 136 nominations.","http://ia.media-imdb.com/images/M/MV5BMjIzMDI4MTUzOV5BMl5BanBnXkFtZTcwNDY3NjA3Mg@@._V1_SX300.jpg","69","8.3","780,885","tt0361748","movie","89","certified","7.8","299","265","34","A classic Tarantino genre-blending thrill ride, Inglourious Basterds is violent, unrestrained, and thoroughly entertaining,","87","3.9","769184","15 Dec 2009","$120.5M","The Weinstein Company","http://www.inglouriousbasterds-movie.com/","True"
"468","The Hurt Locker","2008","R","31 Jul 2009","131 min","Drama, History, Thriller","Kathryn Bigelow","Mark Boal","Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce","An intense portrayal of elite soldiers who have one of the most dangerous jobs in the world: disarming bombs in the heat of combat. When a new sergeant, James, takes over a highly trained bomb disposal team amidst violent conflict, he surprises his two subordinates, Sanborn and Eldridge, by recklessly plunging them into a deadly game of urban combat. James behaves as if he's indifferent to death. As the men struggle to control their wild new leader, the city explodes into chaos, and James' true character reveals itself in a way that will change each man forever.","English, Arabic","USA","Won 6 Oscars. Another 126 wins & 94 nominations.","http://ia.media-imdb.com/images/M/MV5BNzEwNzQ1NjczM15BMl5BanBnXkFtZTcwNTk3MTE1Mg@@._V1_SX300.jpg","94","7.6","302,761","tt0887912","movie","98","certified","8.5","251","245","6","A well-acted, intensely shot, action filled war epic, Kathryn Bigelow's The Hurt Locker is thus far the best of the recent dramatizations of the Iraq War.","84","3.9","92405","12 Jan 2010","$15.7M","Summit Entertainment","http://www.thehurtlocker-movie.com/","True"
"469","Precious","2009","R","20 Nov 2009","110 min","Drama","Lee Daniels","Geoffrey Fletcher (screenplay), Sapphire (novel)","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey","It's Harlem 1987. Sixteen year old Claireece Jones - who goes by her middle name Precious - is an illiterate, overweight black girl. She is pregnant with her second child, both children fathered by her biological father, who has continually raped her since she was a child, but who she doesn't see otherwise. Her infant daughter, Mongo - such named since she has Down Syndrome - lives with Precious' grandmother. Precious lives with her mother Mary, who abuses Precious both physically and emotionally. Mary does nothing but smoke, watch television and collect welfare through fraud (as she doesn't ever look for a job) and believes that education does nothing for Precious, who she would rather also collect welfare if only to bring money into the household. To escape her life, Precious often daydreams of herself in glamorous situations. Because of her current pregnancy, Precious' principal transfers her into an alternative school. In dealing with the school's sympathetic teacher Miss Blu Rain, Precious begins to believe that she can have a future by learning how to read and write. Despite some devastating news from her mother following the birth of her child, Precious also begins to believe she can escape the grips of her abusive mother, who, up to this point, was Precious' only real support.","English, Italian","USA","Won 2 Oscars. Another 113 wins & 81 nominations.","http://ia.media-imdb.com/images/M/MV5BOTEwODQ2NTYwNV5BMl5BanBnXkFtZTcwMTU1Nzg2Mg@@._V1_SX300.jpg","79","7.4","79,583","tt0929632","movie","91","certified","7.8","219","200","19","Precious is a grim yet ultimately triumphant film about abuse and inner-city life, largely bolstered by exceptional performances from its cast.","81","3.6","140368","09 Mar 2010","$47.5M","Lionsgate Films","http://www.weareallprecious.com/","True"
"470","Black Swan","2010","R","17 Dec 2010","108 min","Drama, Thriller","Darren Aronofsky","Mark Heyman (screenplay), Andres Heinz (screenplay), John J. McLaughlin (screenplay), Andres Heinz (story)","Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey","Nina (Portman) is a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her obsessive former ballerina mother Erica (Hershey) who exerts a suffocating control over her. When artistic director Thomas Leroy (Cassel) decides to replace prima ballerina Beth MacIntyre (Ryder) for the opening production of their new season, Swan Lake, Nina is his first choice. But Nina has competition: a new dancer, Lily (Kunis), who impresses Leroy as well. Swan Lake requires a dancer who can play both the White Swan with innocence and grace, and the Black Swan, who represents guile and sensuality. Nina fits the White Swan role perfectly but Lily is the personification of the Black Swan. As the two young dancers expand their rivalry into a twisted friendship, Nina begins to get more in touch with her dark side - a recklessness that threatens to destroy her.","English, French, Italian","USA","Won 1 Oscar. Another 104 wins & 211 nominations.","http://ia.media-imdb.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg","79","8.0","510,031","tt0947798","movie","87","certified","8.2","274","238","36","Bracingly intense, passionate, and wildly melodramatic, Black Swan glides on Darren Aronofsky's bold direction -- and a bravura performance from Natalie Portman.","84","4.0","174799","29 Mar 2011","$107.0M","Fox Searchlight","http://www.BlackSwan2010.com/","True"
"471","The Fighter","2010","R","17 Dec 2010","116 min","Biography, Drama, Sport","David O. Russell","Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)","Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","The Fighter is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer on the verge of being KO'd by drugs and crime.","English","USA","Won 2 Oscars. Another 80 wins & 92 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg","79","7.9","254,103","tt0964517","movie","90","certified","7.8","236","213","23","Led by a trio of captivating performances from Mark Wahlberg, Christian Bale, and Amy Adams, The Fighter is a solidly entertaining, albeit predictable, entry in the boxing drama genre.","89","4.1","119342","15 Mar 2011","$93.6M","Paramount Pictures","http://www.TheFighterMovie.com/","True"
